config,p5_total,p5_easy,p5_medium,p5_hard,p5_ru,p5_en,p5_official15,p5_extended56
hyde_mix_single,0.8215962441314554,0.9347826086956522,0.7745098039215685,0.75,0.8703703703703703,0.7714285714285715,0.8222222222222223,0.8214285714285714
hyde_mix_multi3,0.8192488262910798,0.9782608695652174,0.7303921568627451,0.7738095238095238,0.8703703703703703,0.7666666666666666,0.8111111111111111,0.8214285714285714
