config,p5_total,p5_easy,p5_medium,p5_hard,p5_ru,p5_en,p5_official15,p5_synthetic
"bge-m3 + enriched (локально, референс)",0.8327137546468402,0.8913043478260869,0.845125786163522,0.7156862745098039,0.8216145833333334,0.842789598108747,,0.8366141732283464
